# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 508K of event 'cycles'
# Event count (approx.): 249210653757
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.00%  server   libc-2.19.so         [.] 0x000000000008bddd                        
     0.00%  server   server               [.] 0x0000000000003b69                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c4e                        
     0.00%  server   server               [.] 0x0000000000007235                        
     0.00%  server   server               [.] 0x000000000000b01e                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008013d                        
     0.00%  server   server               [.] 0x000000000000df39                        
     0.00%  server   server               [.] 0x000000000000c718                        
     0.00%  server   [kernel.kallsyms]    [k] note_gp_changes                           
     0.00%  server   server               [.] 0x000000000000b62a                        
     0.00%  server   server               [.] 0x0000000000007f99                        
     0.00%  server   server               [.] 0x0000000000007238                        
     0.00%  server   server               [.] 0x000000000000427c                        
     0.00%  server   server               [.] 0x000000000000c66f                        
     0.00%  server   server               [.] 0x0000000000007221                        
     0.00%  server   server               [.] 0x000000000000b104                        
     0.00%  server   server               [.] 0x000000000000b108                        
     0.00%  server   [kernel.kallsyms]    [k] call_function_single_interrupt            
     0.00%  server   libc-2.19.so         [.] 0x00000000000801ce                        
     0.00%  server   server               [.] 0x0000000000005a26                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000001218e                        
     0.00%  server   server               [.] 0x000000000000924e                        
     0.00%  server   server               [.] 0x000000000000d9b9                        
     0.00%  server   server               [.] 0x0000000000003b58                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x0000000000067e68                        
     0.00%  server   server               [.] 0x00000000000043a9                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f8a6                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140230                        
     0.00%  server   server               [.] 0x000000000000de15                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8b5                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b4e                        
     0.00%  server   server               [.] 0x0000000000009313                        
     0.00%  server   server               [.] 0x000000000000b8c5                        
     0.00%  server   server               [.] 0x0000000000006ee7                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d0b                        
     0.00%  server   server               [.] 0x0000000000006978                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083245                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe56                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007faec                        
     0.00%  server   server               [.] 0x0000000000004467                        
     0.00%  server   server               [.] 0x0000000000004240                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f90                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008039d                        
